"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","genres","language","description","popularity","vote_count","vote_average","budget","revenue"
"473234","Movie","Arjun Reddy","Sandeep Reddy Vanga","Vijay Deverakonda, Shalini Pandey, Rahul Ramakrishna, Kamal Kamaraju, Kanchana","India","2017-08-25","2017","7.2","","Drama, Romance","te","When his girlfriend is forced to marry another man, a troubled young surgeon begins to self-destruct.","7.49","101","7.2","780000","8000000"
"442405","Movie","The Ghazi Attack","Sankalp Reddy","Kay Kay Menon, Rana Daggubati, Atul Kulkarni, Taapsee Pannu, Amitabh Bachchan","India","2017-02-17","2017","7.0","","Action, War, Thriller, History","te","India’s first underwater war film tries to decode the mystery behind the sinking of Pakistani submarine PNS Ghazi during the Indo-Pak war of 1971.","7.028","89","7.0","1900000","4300000"
"452447","Movie","Spyder","A.R. Murugadoss","Mahesh Babu, Rakul Preet Singh, S. J. Suryah, Bharath Srinivasan, RJ Balaji","India","2017-09-27","2017","5.4","","Action, Thriller","ta","A surveillance expert who wants to help people comes across a foe who is the very definition of evil. Can he stop the man before he destroys everything?","6.924","58","5.4","0","27053505"
"540468","Movie","Geetha Govindam","Parasuram Petla","Vijay Deverakonda, Rashmika Mandanna, Vennela Kishore, Subbaraju, Rahul Ramakrishna","India","2018-08-15","2018","6.8","","Romance","te","Vijay Govind, a young college lecturer who dreams of marriage falls for Geetha, a level-headed woman who's wary of strangers and isn't easy to convince. While things seem to go smoothly, Vijay makes a terrible mistake which not only derails any hope for his love story, but also potential repercussions with his family.","19.677","70","6.8","0","0"
"564147","Movie","K.G.F: Chapter 1","Prashanth Neel","Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois, Anant Nag","India","2018-12-20","2018","7.392","","Action, Thriller, Adventure, Crime","kn","A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.","17.209","227","7.392","0","0"
"412862","Movie","Ratsasan","Ram Kumar","Vishnu Vishal, Amala Paul, Suzane George, Kaali Venkat, Radha Ravi","India","2018-10-05","2018","7.401","","Thriller, Crime, Mystery","ta","A serial killer is murdering school girls, and a newbie cop has to track him down before the victim count increases.","11.031","156","7.401","0","0"
"504231","Movie","Sarkar","A.R. Murugadoss","Vijay, Keerthy Suresh, Varalaxmi Sarathkumar, Prem, Yogi Babu","India","2018-11-06","2018","5.796","","Action, Drama","ta","NRI corporate Sundar Ramasamy comes to India to vote, only to learn that his vote has already been cast. While he reclaims his right legally, it also sets in motion a chain of events that eventually lead to him entering the political fray, trying to change the system.","9.903","71","5.796","0","0"
"441717","Movie","96","C. Prem Kumar","Vijay Sethupathi, Trisha Krishnan, Aditya Baskar, Gouri G Kishan, Devadarshini","India","2018-10-04","2018","7.5","","Romance","ta","Ram is a photographer and nature lover who travels all around India capturing moments. On a chance visit to his hometown Tanjavur, he goes into his school and begins to walk down memory lane to 1994 when he was a student harboring feelings for his classmate Janu.","8.574","118","7.5","0","0"
"373449","Movie","2.0","Shankar","Rajinikanth, Akshay Kumar, Amy Jackson, Sudhanshu Pandey, Adil Hussain","India","2018-11-29","2018","5.9","","Action, Science Fiction, Fantasy","ta","An ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation. The only thing that is standing in his way is 2.0, the upgraded version of Chitti, the robot.","8.222","155","5.9","77000000","114629169"
"410331","Movie","Vada Chennai","Vetrimaaran","Dhanush, Andrea Jeremiah, Samuthirakani, Daniel Balaji, Kishore","India","2018-10-17","2018","7.8","","Action, Crime, Drama","ta","A young carrom player in North Chennai becomes a reluctant participant in a war between two feuding gangsters.","7.388","93","7.8","0","0"
"459713","Movie","Mahanati","Nag Ashwin","Keerthy Suresh, Dulquer Salmaan, Samantha Ruth Prabhu, Vijay Deverakonda, Prakash Raj","India","2018-05-09","2018","7.6","","Drama","te","Mahanati depicts the life and career of one of Telugu cinema's greatest and most iconic starlets, the first Indian female super star, Savitri.","6.999","47","7.6","4346100","11589600"
"534530","Movie","Aravindha Sametha","Trivikram Srinivas","N.T. Rama Rao Jr., Pooja Hegde, Jagapati Babu, Naveen Chandra, Eesha Rebba","India","2018-10-11","2018","7.2","","Action, Drama","te","A young scion of a powerful family with a long history of violence decides to put an end to the bloodshed which leads him to a path of self discovery.","6.919","29","7.2","0","0"
"454292","Movie","Saaho","Sujeeth","Prabhas, Shraddha Kapoor, Neil Nitin Mukesh, Chunky Pandey, Mandira Bedi","India","2019-08-29","2019","5.9","","Action, Adventure, Thriller","te","A battle for power ensues as warring gangters thrive to gain possession of a ""black box"" that can make them richer than they already are, and an undercover cop intervenes with the help of his sharp intellect and an instinct to kill.","11.777","96","5.9","51000000","55000000"
"587030","Movie","Kaithi","Lokesh Kanagaraj","Karthi, Narain, Arjun Das, Harish Uthaman, George Mariyan","India","2019-10-25","2019","7.5","","Action, Thriller, Crime","ta","Dilli, a convicted criminal, is out on parole to meet his daughter. However, a drug bust sets him off on a mission to save the life of police officers.","9.705","116","7.5","0","0"
"564701","Movie","Lucifer","Prithviraj Sukumaran","Mohanlal, Vivek Oberoi, Manju Warrier, Tovino Thomas, Indrajith Sukumaran","India","2019-03-28","2019","7.1","","Action, Drama, Thriller","ml","In God's own country, the supreme leader of the ruling party dies, leaving a huge vacuum, not only in the electoral and leadership sphere of the party but also that of the state. In the inevitable succession squabble and the power struggle that ensues, the thin line that separates good and bad becomes irrecoverably blurred and out of this seemingly endless mayhem, emerge forces that are hitherto unheard of.","9.014","58","7.1","0","28717000"
"534993","Movie","Petta","Karthik Subbaraj","Rajinikanth, Nawazuddin Siddiqui, Vijay Sethupathi, Sananth, M. Sasikumar","India","2019-01-10","2019","7.1","","Drama, Action","ta","A hostel warden becomes the target of a dreaded politician and his gangster son, but little do they realise that it is they who should fear him.","7.891","81","7.1","0","0"
"563309","Movie","Bigil","Atlee","Vijay, Nayanthara, Jackie Shroff, Kathir, Vivek","India","2019-10-17","2019","6.462","","Action, Family, Drama","ta","A do-gooder don wants his footballer son to uplift the life of his people by becoming a champion, but fate draws the youngster into a life of violence. Will he be able to fulfill his father’s dream when an opportunity comes his way seven years later?","7.291","66","6.462","0","0"
"628241","Movie","Ala Vaikunthapurramuloo","Trivikram Srinivas","Allu Arjun, Pooja Hegde, Murali Sharma, Jayaram, Sushanth","India","2020-01-12","2020","6.7","","Action, Comedy, Drama","te","Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.","10.802","88","6.7","14000000","28859072"
"683342","Movie","V","Mohana Krishna Indraganti","Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari, Vennela Kishore","India","2020-09-05","2020","6.8","","Action, Crime, Thriller","te","DCP Aditya, a celebrated cop, faces his most unsettling case yet involving a mysterious serial killer who has been brutally killing his targets and leaving behind notes challenging Aditya to nab him. Teaming with Apoorva, an aspiring crime novelist, and the police force, Aditya finds himself walking on thin ice upon discovering the killer has another challenge for him: to prevent four more murders from happening or give up his medals and resign. What he is yet to find out is the killer's past and his desperation to carry out the killing spree without fail.","8.349","111","6.8","0","0"
"595228","Movie","Soorarai Pottru","Sudha Kongara Prasad","Suriya, Aparna Balamurali, Paresh Rawal, Mohan Babu, Urvashi","India","2020-11-12","2020","7.7","","Drama, Action","ta","Nedumaaran Rajangam ""Maara"" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.","8.319","91","7.7","0","0"
"594139","Movie","Darbar","A.R. Murugadoss","Rajinikanth, Nayanthara, Suniel Shetty, Nivetha Thomas, Yogi Babu","India","2020-01-08","2020","6.1","","Action, Drama, Thriller","ta","Aaditya, the commissioner of Mumbai Police, sets out to catch Ajay, a drug peddler. However, he uncovers a deeper controversy linked to an international drug lord and must mete out justice.","6.121","49","6.1","0","0"
"690957","Movie","Pushpa: The Rise - Part 1","Sukumar","Allu Arjun, Rashmika Mandanna, Jagadeesh Bandari, Sunil Varma, Anasuya Bharadwaj","India","2021-12-16","2021","7.1","","Action, Drama, Thriller","te","Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way, he doesn’t shy from making an enemy or two.","31.301","143","7.1","0","44880143"
"706872","Movie","Drishyam 2","Jeethu Joseph","Mohanlal, Meena, Murali Gopy, Asha Sarath, Siddique","India","2021-02-19","2021","7.6","","Thriller, Crime, Drama","ml","7 years after the events of Drishyam, the family lives with the trauma from that fateful night. A gripping tale of an investigation and a family threatened by it. Will Georgekutty be able to protect his family this time?","12.914","114","7.6","0","0"
"921711","Movie","Tamil Rockers","Barani Jayapal","Premji Amaran, Meenakshi Dixit, VTV Ganesh, S.P.B. Charan, Devadarshini","India","2021-12-31","2021","4.0","","Comedy, Thriller","ta","4 Major characters running for the Money facing more challenges by forgetting the fact that it's not the decision of money to reach human.","10.912","2","4.0","0","0"
"855400","Movie","Jai Bhim","T. J. Gnanavel","Suriya, Lijomol Jose, Baby Joshika Maya, Manikandan, Rajisha Vijayan","India","2021-11-02","2021","7.4","","Crime, Drama, Mystery","ta","A pregnant woman from a primitive tribal community, searches desperately for her husband, who is missing from police custody. So as to find her husband and seek justice for them, as their voice, a High Court advocate rises in support. Will their battle for justice succeed?","9.682","169","7.4","0","0"
"626392","Movie","Master","Lokesh Kanagaraj","Vijay, Vijay Sethupathi, Arjun Das, Malavika Mohanan, Andrea Jeremiah","India","2021-01-13","2021","6.784","","Action, Thriller, Crime, Adventure","ta","An alcoholic professor is sent to a juvenile school, where he clashes with a gangster, who uses the children of the school for criminal activities.","9.356","95","6.784","0","0"
"657644","Movie","Minnal Murali","Basil Joseph","Tovino Thomas, Guru Somasundaram, Aju Varghese, Vasisht Umesh, Shelly Kishore","India","2021-12-16","2021","7.1","","Action, Comedy, Fantasy","ml","A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.","8.758","310","7.1","2111711","0"
"680652","Movie","Karnan","Mari Selvaraj","Dhanush, Rajisha Vijayan, Natarajan Subramaniam, Lal, Yogi Babu","India","2021-04-09","2021","7.3","","Drama, Action","ta","Karnan, an angry young man, fights for the rights of his oppressed people. Can he save them from those who wield power and weapons?","7.404","56","7.3","0","0"
"579974","Movie","RRR","S. S. Rajamouli","N.T. Rama Rao Jr., Ram Charan, Olivia Morris, Ray Stevenson, Alison Doody","India","2022-03-24","2022","7.747","","Action, Adventure, Drama","te","A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.","40.317","1358","7.747","69000000","160000000"
"587412","Movie","K.G.F: Chapter 2","Prashanth Neel","Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty, Archana Jois","India","2022-04-14","2022","7.403","","Action, Thriller, Adventure, Crime","kn","The blood-soaked land of Kolar Gold Fields (KGF) has a new overlord now - Rocky, whose name strikes fear in the heart of his foes. His allies look up to Rocky as their Savior, the government sees him as a threat to law and order; enemies are clamoring for revenge and conspiring for his downfall. Bloodier battles and darker days await as Rocky continues on his quest for unchallenged supremacy.","28.072","159","7.403","13000000","90410749"
"743563","Movie","Vikram","Lokesh Kanagaraj","Kamal Haasan, Fahadh Faasil, Vijay Sethupathi, Narain, Chemban Vinod Jose","India","2022-06-02","2022","7.7","","Action, Crime, Thriller","ta","Amar is assigned to investigate a case of serial killings. When Amar investigates the case, he realizes it is not what it seems to be and following down this path will lead to nothing but war between everyone involved.","13.37","123","7.7","15354648","54172014"
"679919","Movie","Acharya","Koratala Siva","Chiranjeevi, Ram Charan, Sonu Sood, Jisshu Sengupta, Ajay","India","2022-04-29","2022","4.2","","Action, Drama","te","Acharya, a middle-aged Naxalite-turned-social reformer, launches a fight against the Endowments Department over misappropriation and embezzlement of temple funds and donations.","13.111","18","4.2","18000000","0"
"660046","Movie","Ponniyin Selvan: Part I","Mani Ratnam","Vikram, Aishwarya Rai Bachchan, Ravi Mohan, Karthi, Trisha Krishnan","India","2022-09-30","2022","7.1","","Action, Adventure, History","ta","The Chola kingdom is under threat from forces both internal and external, and with crown prince Aaditha Karikalan, his younger brother Arunmozhi Varman and the emperor, Sundara Cholar separated by situations, it is up to a messenger to ensure the safety of the kingdom. Can he succeed in his mission, especially with Karikalan's former girlfriend, Nandhini, plotting to bring down the entire Chola empire?","12.629","80","7.1","29500000","59000000"
"792358","Movie","Jana Gana Mana","Dijo Jose Antony","Prithviraj Sukumaran, Suraj Venjaramoodu, Mamta Mohandas, Vincy Aloshious, Shari","India","2022-04-28","2022","7.1","","Crime, Thriller, Drama","ml","Ramanagara wakes up to a series of events that shocks the entire Nation. In this crisis, two individuals with two different perspectives on law and justice intervene to define the truth.","12.532","51","7.1","0","0"
"894803","Movie","Sita Ramam","Hanu Raghavapudi","Dulquer Salmaan, Mrunal Thakur, Rashmika Mandanna, Sumanth, Gautham Vasudev Menon","India","2022-08-05","2022","7.8","","History, Romance, Drama","te","Afreen, a rebellious Pakistani student sets ablaze the car of an Indian in London. Angered Afreen returns to Pakistan to ask for money from her grandfather that she has to pay in a month's time as damages. However, she gets to know that he is no more and the only thing he has left for her is a letter-delivering task, written by Ram to Sita. As Afreen sets out to find Ram, there begins her journey of discovering the secret behind the 20-year-old letter.","12.489","76","7.8","3400000","11800000"
"653221","Movie","Hridayam","Vineeth Sreenivasan","Pranav Mohanlal, Darshana Rajendran, Kalyani Priyadarshan, Aswath Lal, Vijayaraghavan","India","2022-01-21","2022","6.9","","Romance, Drama","ml","Arun and Darshana are first-year engineering students and they fall in love soon after their college begins. And just as how things work generally in teenage, the road ahead isn't too easy for them. Life offers many twists and turns that they least expect.","10.648","47","6.9","0","0"
"634120","Movie","777 Charlie","Kiranraj K.","Rakshit Shetty, Raj B Shetty, Bobby Simha, Sangeetha Sringeri, Bhargavi Narayan","India","2022-06-10","2022","7.6","","Drama, Adventure, Comedy","kn","Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie who is naughty and energetic which is a complete contrast with the Dharma’s character enters his life and gives him a new perspective towards it.","8.032","51","7.6","0","0"
"858485","Movie","Kantara","Rishab Shetty","Rishab Shetty, Sapthami Gowda, Kishore, Achyuth Kumar, Pramod Shetty","India","2022-09-30","2022","7.2","","Action, Adventure, Thriller","kn","Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?","7.941","98","7.2","1934000","60447800"
"770906","Movie","Salaar: Part 1 - Ceasefire","Prashanth Neel","Prabhas, Prithviraj Sukumaran, Shruti Haasan, Easwari Rao, Jagapati Babu","India","2023-12-21","2023","6.8","","Action, Crime, Drama","te","Set in the fictional dystopian city-state of Khansaar, the film follows the friendship between Deva, a tribesman, and Varadha, the prince of Khansaar. When a coup d'état is planned by his father's ministers and his relatives, Varadha enlists Deva's help to become Khansaar's undisputed ruler.","29.668","81","6.8","34000000","87229100"
"1139698","Movie","Toby","Basil Alchalakkal","Raj B Shetty, Chaithra J Achar, Samyukta Hornad, Deepak Shetty, Gopalkrishna Deshpande","India","2023-08-25","2023","8.3","","Action, Thriller, Mystery, Drama","kn","An estranged man deemed to be a beast vows to break free from the evil world and transform himself for his foster daughter.","22.428","3","8.3","0","0"
"1034587","Movie","Amigos","Rajendra Reddy","Kalyan Ram, Ashika Ranganath, Brahmaji, Jayaprakash, Saptagiri","India","2023-02-10","2023","4.7","","Action, Thriller","te","Siddharth, a youngman who runs a family business is astonished to find his doppelgängers Manjunath and Michael on getdopple.com. After meeting up in Goa, they come down to Hyderabad to help Siddarth win over Ishika, a girl looking for superman to be her husband. But things take a drastic turn when NIA swings into action to nab Michael, aka Bipin Roy.","14.185","11","4.7","0","0"
"1068452","Movie","Hi Nanna","Shouryuv","Nani, Mrunal Thakur, Baby Kiara Khanna, Jayaram, Shilpa Tulaskar","India","2023-12-07","2023","7.7","","Drama, Family, Romance","te","Six-year-old Mahi, a spirited child with cystic fibrosis, shares a deep yet complex bond with her father, Viraj, a dedicated single parent and successful fashion photographer. Her curiosity about her absent mother leads to a journey of discovery when she runs away with her loyal dog, Pluto. A chance encounter with a kind woman named Yashna sparks unexpected revelations, intertwining their lives in ways they never anticipated. Set against a backdrop of love, sacrifice, and redemption, Mahi’s story is a heartfelt exploration of family, resilience, and the enduring power of connection.","12.05","45","7.7","7819000","9184966"
"949229","Movie","Leo","Lokesh Kanagaraj","Vijay, Sanjay Dutt, Arjun Sarja, Trisha Krishnan, Gautham Vasudev Menon","India","2023-10-18","2023","6.9","","Action, Crime, Thriller","ta","A mild-mannered man becomes a local hero through an act of violence, but it brings forth consequences with connection to a dangerous world, one which will shake his carefully constructed life to its very core.","11.716","92","6.9","42219285","71772785"
"997391","Movie","RDX: Robert Dony Xavier","Nahas Hidayath","Shane Nigam, Antony Varghese, Neeraj Madhav, Lal, Babu Antony","India","2023-08-25","2023","6.8","","Action, Drama","ml","Once-menacing, anger fueled, trained martial arts fighters Robert, Dony and Xavier settle down to peaceful lives, after a significant event prompts them. Fate orchestrates their reunion and return from exile to their fighting ways, when their history linger ominously and one of them faces a violent attack.","9.126","53","6.8","0","0"
"927342","Movie","Amaran","Rajkumar Periasamy","Sivakarthikeyan, Sai Pallavi, Rahul Bose, Bhuvan Arora, Lallu Prasath","India","2024-10-31","2024","7.44","","Action, Drama, Adventure, War","ta","A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.","1780.289","175","7.44","21000000","0"
"811941","Movie","Devara: Part 1","Koratala Siva","N.T. Rama Rao Jr., Saif Ali Khan, Prakash Raj, Srikanth, Kalaiyarasan","India","2024-09-26","2024","7.1","","Action, Drama","te","Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.","455.223","168","7.1","24000000","54000000"
"1404380","Movie","Saptha Kandam","Prasanth Sasi","Sreelakshmi Aravindakshan","India","2024-12-06","2024","0.0","","Drama, Romance","ml","In a remote resort, newlyweds Apsara and her husband, Laalu, face a dangerous bet with the wealthy moneylender, Madhavan, who seeks to claim Apsara. Over the course of seven days, Madhavan attempts to seduce her through discussions of an ancient book on lust. Meanwhile, Apsara, determined to remain faithful, battles his advances. The outcome of the bet hinges on her ability to resist his manipulation and maintain her resolve.","72.802","0","0.0","0","0"
"857598","Movie","Pushpa 2 - The Rule","Sukumar","Allu Arjun, Rashmika Mandanna, Fahadh Faasil, Jagadeesh Bandari, Rao Ramesh","India","2024-12-04","2024","6.762","","Action, Drama, Thriller, Crime","te","As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.","70.314","63","6.762","63000000","199000000"
"801688","Movie","Kalki 2898-AD","Nag Ashwin","Amitabh Bachchan, Prabhas, Deepika Padukone, Kamal Haasan, Saswata Chatterjee","India","2024-06-26","2024","6.4","","Drama, Action, Fantasy, Science Fiction","te","In the year 2898 AD, around 6000 years after Kurukshetra war, Ashwatthama gears up for his final battle of redemption at the sign of hope in a dystopian world and Bhairava, a wisecracking and self-interested bounty hunter, tired of the perilous life becomes the hurdle in the process.","52.383","115","6.4","75000000","141000000"
"1219158","Movie","Lover","Prabhuram Vyas","Manikandan, Sri Gouri Priya Reddy, Kanna Ravi, Harini Sundararajan, Harish Kumar","India","2024-02-07","2024","7.2","","Romance, Drama","ta","An alcoholic designer struggles to save his six-year relationship while facing personal challenges and misunderstandings. As their bond is tested, he begins to confront his past and question whether love alone is enough to hold them together.","43.669","10","7.2","0","0"
"1186350","Movie","Marco","Haneef Adeni","Unni Mukundan, Siddique, Ishan Shoukath, Jagadish, Abhimanyu Thilakan","India","2024-12-20","2024","6.6","","Action, Crime, Thriller","ml","The adoptive son of the Adattu family, Marco, sets off on a ruthless quest for vengeance after his brother is brutally murdered, finding only betrayal, loss and unimaginable brutality at every step.","34.38","21","6.6","3467987","11559958"
"927547","Movie","All We Imagine as Light","Payal Kapadia","Kani Kusruti, Divya Prabha, Chhaya Kadam, Hridhu Haroon, Azees Nedumangad","India, France, Luxembourg, Netherlands, Italy","2024-09-21","2024","6.9","","Drama","ml","In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.","32.33","117","6.9","0","3010117"
"1118224","Movie","Maharaja","Nithilan Saminathan","Vijay Sethupathi, Anurag Kashyap, Sachana Namidass, Natarajan Subramaniam, Abhirami","India","2024-06-14","2024","7.9","","Action, Thriller","ta","A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.","31.634","128","7.9","0","10758542"
